client_id,age_group,client_tier,preferred_channel,acquisition_channel,boutique_id,boutique_name,boutique_city,region,boutique_format,boutique_sales_tier,boutique_clienteling_maturity,boutique_wfj_focus_flag,boutique_digital_adoption_score,advisor_id,advisor_tenure_years,advisor_client_book_size,advisor_productivity_tier,primary_division,primary_category,secondary_category_interest,cross_category_flag,strategic_division_opportunity,last_purchase_days,purchase_frequency_12m,transaction_count_12m,total_units_12m,atv,upt,total_spend_12m,lifetime_spend,average_order_value,categories_purchased,relationship_tenure_years,high_value_client_flag,client_value_score,online_visits_90d,product_page_views_90d,fashion_page_views_90d,beauty_page_views_90d,wfj_page_views_90d,wishlist_additions_90d,high_intent_browsing_flag,app_engagement_score,last_campaign_type,campaign_sent_30d,campaign_open_30d,campaign_click_30d,campaign_conversion_30d,days_since_last_campaign,digital_campaign_click_rate,appointment_scheduled_flag,appointment_completed_flag,appointment_conversion_flag,days_since_last_appointment,appointment_count_12m,boutique_visits_12m,email_open_rate,email_opt_in_flag,sms_opt_in_flag,client_contactable_flag,preferred_contact_method,service_interaction_12m,return_or_exchange_12m,estimated_return_rate,client_satisfaction_score,service_recovery_flag,clienteling_touchpoints_90d,event_attendance_12m,advisor_follow_up_flag,repeat_purchase_probability_true,repeat_purchase_90d,estimated_clienteling_revenue
C002558,25-34,Core,Online,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A12,2,127,High Performer,Fragrance & Beauty,Skincare,Handbags,1,Scale Opportunity,247,4,4,7,809.98,1.75,3239.92,8055.1,809.98,1,0,0,5.67,15,30,4,8,2,2,1,53.1,Reactivation,1,0,0,0,7,0.33,0,0,0,999,0,0,0.72,1,1,1,Email + SMS,0,0,0.0,76.5,0,1,0,0,0.3609,0,292.3
C002559,18-24,Core,Omnichannel,Event,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A02,2,217,Core,Fragrance & Beauty,Skincare,Fashion Entry,1,Scale Opportunity,68,1,1,1,311.43,1.0,311.43,870.61,311.43,1,1,0,4.51,12,60,8,13,1,0,1,28.9,Reactivation,1,0,0,0,17,0.121,0,0,0,999,2,2,0.467,1,0,1,Email,1,0,0.0,84.7,0,2,1,0,0.6496,1,202.31
C002560,35-44,High Potential,Online,Email Campaign,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A09,0,226,High Performer,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,40,1,1,2,843.75,2.0,843.75,2880.82,843.75,1,2,0,5.37,12,36,0,21,1,0,0,54.0,Welcome Journey,1,0,0,0,15,0.108,0,0,0,999,2,3,0.308,1,1,1,Email + SMS,0,0,0.0,81.7,0,4,1,1,0.7998,1,674.84
C002561,45-54,High Potential,Omnichannel,Event,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A14,6,215,Core,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,144,1,1,2,275.97,2.0,275.97,1026.17,275.97,2,2,0,4.73,10,40,3,19,1,1,0,66.9,Fragrance Launch,1,1,0,0,5,0.255,0,0,0,999,1,9,0.383,1,1,1,Email + SMS,0,0,0.0,84.9,0,0,1,0,0.5135,1,141.72
C002562,45-54,High Potential,Boutique,Social Media,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A02,4,225,High Performer,Fashion,Handbags,None,0,Medium Strategic Value,64,1,1,1,10270.94,1.0,10270.94,35946.88,10270.94,4,2,0,6.38,6,30,11,4,2,0,0,17.2,Fashion Preview,1,0,0,0,11,0.161,0,0,0,999,1,6,0.293,1,0,1,Email,1,0,0.0,83.7,0,1,0,0,0.5489,0,5638.0
C002563,18-24,New,Online,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A02,4,204,Emerging,Watches & Fine Jewelry,Watches,None,0,High Strategic Value,42,1,1,1,5398.83,1.0,5398.83,5398.83,5398.83,2,0,0,5.16,15,90,3,4,6,2,1,56.4,WFJ Appointment Invite,1,1,0,0,25,0.102,0,0,0,999,0,0,0.338,1,1,1,Email + SMS,1,0,0.0,92.1,0,0,0,1,0.66,1,3563.19
C002564,18-24,High Potential,Omnichannel,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A07,5,285,High Performer,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,46,4,4,7,282.49,1.75,1129.96,3954.21,282.49,1,3,0,5.76,9,54,2,15,1,3,1,68.0,Private Event,1,0,0,0,27,0.181,0,0,0,999,0,7,0.346,1,1,1,Email + SMS,2,0,0.0,66.9,1,2,0,1,0.8716,1,160.05
C002565,35-44,Core,Boutique,Event,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A07,3,182,High Performer,Fragrance & Beauty,Fragrance,None,0,Scale Opportunity,200,1,1,3,66.29,3.0,66.29,276.15,66.29,1,0,0,3.02,2,8,3,21,1,1,0,41.3,Beauty Replenishment,1,1,0,0,6,0.618,0,0,0,999,0,2,0.622,1,1,1,Email + SMS,1,0,0.0,77.5,0,1,0,0,0.1479,0,9.8
C002566,25-34,VIP,Omnichannel,Social Media,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A06,4,142,Core,Fragrance & Beauty,Fragrance,Fashion Entry,1,Scale Opportunity,38,7,7,15,806.35,2.14,5644.45,31051.36,806.35,2,7,1,9.68,11,44,4,13,1,3,1,37.9,Fragrance Launch,1,0,0,0,11,0.112,1,1,0,171,4,16,0.42,0,0,0,Do Not Contact,0,0,0.0,55.5,1,2,1,0,0.984,1,128.93
C002567,25-34,VIP,Online,Event,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A11,6,211,High Performer,Fashion,Ready-to-Wear,Fine Jewelry Interest,1,Medium Strategic Value,87,7,7,9,16666.92,1.29,116668.44,634007.99,16666.92,2,4,1,10.89,13,52,13,7,5,4,1,68.0,WFJ Appointment Invite,1,1,0,0,3,0.237,1,0,0,39,1,2,0.537,1,0,1,Email,3,1,0.143,84.9,1,5,2,0,0.9727,1,10537.3
C002568,25-34,New,Boutique,Referral,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A05,3,127,Core,Fashion,Shoes,Fragrance Discovery,1,Medium Strategic Value,19,0,0,0,0.0,0.0,0.0,142.37,5254.23,2,1,0,2.44,4,8,14,12,2,0,0,32.4,Welcome Journey,1,0,0,0,21,0.118,1,1,0,175,0,1,0.102,1,1,1,Email + SMS,0,0,0.0,89.8,0,0,0,0,0.2449,1,1286.8
C002569,55-64,High Potential,Online,Referral,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A15,1,119,Core,Fashion,Ready-to-Wear,Fragrance Discovery,1,Medium Strategic Value,171,0,0,0,0.0,0.0,0.0,38.99,5426.91,2,2,0,2.19,10,20,4,3,2,1,0,66.2,WFJ Appointment Invite,1,1,1,1,10,0.182,0,0,0,999,2,1,0.298,1,0,1,Email,0,0,0.0,92.6,0,2,0,0,0.2594,0,1407.88
C002570,55-64,New,Online,Referral,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Makeup,None,0,Scale Opportunity,307,1,1,2,157.19,2.0,157.19,157.19,157.19,1,0,0,3.04,12,72,6,12,3,1,1,82.9,Fragrance Launch,1,1,0,0,13,0.167,0,0,0,999,0,1,0.364,0,1,1,SMS,0,0,0.0,74.2,0,2,0,0,0.0714,0,11.22
C002571,35-44,Core,Omnichannel,Email Campaign,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A07,4,133,Emerging,Fashion,Ready-to-Wear,Fragrance Discovery,1,Medium Strategic Value,106,1,1,1,4280.01,1.0,4280.01,10452.76,4280.01,2,2,0,6.23,10,20,11,9,10,4,1,44.3,WFJ Appointment Invite,1,1,0,0,18,0.186,0,0,0,999,0,4,0.588,1,1,1,Email + SMS,0,1,1.0,76.2,0,0,0,0,0.5993,1,2565.11
C002572,55-64,Core,Online,Email Campaign,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Watches & Fine Jewelry,Fine Jewelry,None,0,High Strategic Value,68,2,2,2,5112.13,1.0,10224.26,26108.38,5112.13,2,0,0,5.87,16,96,3,4,7,0,1,34.9,WFJ Appointment Invite,1,0,0,0,11,0.188,0,0,0,999,0,1,0.175,1,0,1,Email,0,0,0.0,74.4,0,2,0,0,0.5017,1,2565.0
C002573,35-44,New,Boutique,Social Media,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A09,1,180,High Performer,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,201,0,0,0,0.0,0.0,0.0,23.53,287.24,2,2,0,2.02,6,30,2,11,3,0,0,54.7,WFJ Appointment Invite,1,0,0,0,19,0.421,0,0,0,999,0,4,0.525,1,1,1,Email + SMS,0,0,0.0,82.8,0,0,0,1,0.1347,0,38.69
C002574,35-44,High Potential,Boutique,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A01,1,147,Core,Fragrance & Beauty,Skincare,Handbags,1,Scale Opportunity,72,0,0,0,0.0,0.0,0.0,51.1,166.16,1,6,0,3.08,4,24,0,10,6,1,0,28.3,WFJ Appointment Invite,1,1,0,0,18,0.325,1,1,1,114,1,3,0.707,1,0,1,Email,0,0,0.0,85.1,0,2,0,0,0.4504,1,74.84
C002575,25-34,New,Online,Online Search,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A07,3,227,Core,Fashion,Shoes,Fragrance Discovery,1,Medium Strategic Value,100,0,0,0,0.0,0.0,0.0,0.0,2904.42,1,0,0,0.5,9,54,10,16,2,2,1,60.9,Fragrance Launch,1,0,0,0,19,0.255,0,0,0,999,0,0,0.381,1,1,1,Email + SMS,1,0,0.0,87.5,0,1,0,0,0.2273,0,660.13
C002576,45-54,New,Boutique,Referral,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A14,4,214,Core,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,13,1,1,1,1929.51,1.0,1929.51,2040.7,1929.51,1,0,0,5.06,2,14,11,12,4,0,0,14.8,Fashion Preview,1,0,0,0,9,0.373,0,0,0,999,0,1,0.263,1,1,1,Email + SMS,2,0,0.0,100.0,0,1,0,1,0.5086,1,981.41
C002577,65+,Core,Online,Boutique Walk-In,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Beauty Services,Fashion Entry,1,Scale Opportunity,72,3,3,9,335.72,3.0,1007.16,2520.74,335.72,2,2,0,5.37,8,24,8,12,1,0,0,24.1,Beauty Replenishment,1,0,0,0,29,0.217,0,0,0,999,1,0,0.438,1,0,1,Email,0,0,0.0,78.9,0,0,0,0,0.4815,1,161.65
C002578,45-54,High Potential,Online,Boutique Walk-In,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A15,9,74,Core,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,58,4,4,10,317.74,2.5,1270.96,4650.31,317.74,1,4,0,6.04,6,42,2,17,7,1,0,63.0,WFJ Appointment Invite,1,1,0,0,11,0.346,0,0,0,999,0,2,0.37,1,0,1,Email,0,0,0.0,65.3,1,0,1,0,0.6171,1,127.44
C002579,35-44,VIP,Boutique,Boutique Walk-In,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A11,2,106,Core,Fragrance & Beauty,Skincare,Handbags,1,Scale Opportunity,66,6,6,11,1148.15,1.83,6888.9,36945.99,1148.15,2,5,1,9.39,3,21,2,25,3,0,0,24.4,Welcome Journey,1,1,1,0,24,0.507,0,0,0,999,2,7,0.573,1,1,1,Email + SMS,1,0,0.0,100.0,0,5,2,0,0.9664,1,1109.55
C002580,45-54,High Potential,Boutique,Event,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A02,1,50,Top Performer,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,256,3,3,5,610.1,1.67,1830.3,6379.67,610.1,4,5,0,6.44,1,2,2,12,1,0,0,49.4,Private Event,1,0,0,0,6,0.35,0,0,0,999,0,3,0.284,1,0,1,Email,0,0,0.0,85.9,0,4,0,0,0.2717,0,165.77
C002581,25-34,High Potential,Omnichannel,Social Media,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A06,4,110,High Performer,Fragrance & Beauty,Makeup,Skincare,1,Scale Opportunity,69,4,4,7,257.34,1.75,1029.36,3653.8,257.34,2,5,0,6.11,13,39,0,10,2,2,1,55.3,Reactivation,1,0,0,1,2,0.303,0,0,0,999,1,5,0.528,1,1,1,Email + SMS,0,0,0.0,59.6,1,4,0,0,0.8973,1,150.08
C002582,55-64,Core,Online,Online Search,B010,Digital / E-Commerce,Digital,Digital,Digital,Digital,Digital,0,95,DIGITAL_POOL,0,0,Digital,Fragrance & Beauty,Makeup,Handbags,1,Scale Opportunity,239,2,2,4,170.94,2.0,341.88,800.89,170.94,1,1,0,4.5,6,12,6,14,2,3,1,22.1,Fragrance Launch,1,0,0,0,20,0.249,0,0,0,999,0,0,0.029,0,0,0,Do Not Contact,1,0,0.0,94.0,0,0,0,0,0.0814,0,3.48
C002583,35-44,New,Omnichannel,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A03,2,171,Emerging,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,79,1,1,2,2377.75,2.0,2377.75,2835.42,2377.75,1,1,0,5.43,3,6,7,6,0,5,1,63.7,Fashion Preview,1,1,0,0,3,0.217,0,0,0,999,0,2,0.207,1,1,1,Email + SMS,1,0,0.0,84.0,0,0,0,0,0.5524,0,1313.37
C002584,35-44,New,Omnichannel,Event,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A13,1,174,Emerging,Fragrance & Beauty,Beauty Services,Skincare,1,Scale Opportunity,49,0,0,0,0.0,0.0,0.0,34.89,273.64,1,0,0,1.75,11,66,5,22,2,1,1,42.1,Fashion Preview,1,1,0,0,15,0.197,0,0,0,999,0,3,0.313,0,0,0,Do Not Contact,1,0,0.0,81.2,0,0,0,0,0.3429,0,23.46
C002585,35-44,Core,Boutique,Online Search,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A04,4,160,High Performer,Fragrance & Beauty,Fragrance,Handbags,1,Scale Opportunity,89,5,5,9,352.29,1.8,1761.45,3674.79,352.29,2,1,0,5.44,1,6,4,11,2,0,0,10.0,No Recent Campaign,0,0,0,0,999,0.129,0,0,0,999,1,4,0.526,1,1,1,Email + SMS,1,0,0.0,92.4,0,2,0,1,0.7331,0,258.25
C002586,45-54,High Potential,Boutique,Boutique Walk-In,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A01,4,117,Core,Fragrance & Beauty,Makeup,Handbags,1,Scale Opportunity,202,4,4,7,362.85,1.75,1451.4,5089.74,362.85,3,4,0,6.11,4,12,5,11,4,0,0,47.1,Reactivation,1,0,0,0,26,0.395,0,0,0,999,1,9,0.324,1,0,1,Email,1,1,0.25,67.3,1,3,1,1,0.5024,1,118.49
C002587,18-24,Core,Boutique,Event,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A10,3,73,Top Performer,Fashion,Small Leather Goods,Accessories,1,Medium Strategic Value,244,2,2,4,3276.89,2.0,6553.78,18242.13,3276.89,4,0,0,6.13,5,25,5,4,2,0,0,59.0,Fragrance Launch,1,0,0,0,7,0.106,0,0,0,999,0,5,0.176,1,1,1,Email + SMS,0,0,0.0,92.1,0,1,0,0,0.2423,0,794.09
C002588,45-54,High Potential,Omnichannel,Social Media,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A03,3,183,Top Performer,Fragrance & Beauty,Makeup,None,0,Scale Opportunity,62,1,1,2,642.97,2.0,642.97,2442.83,642.97,1,4,0,5.15,9,18,4,14,1,3,1,55.5,Reactivation,1,1,1,0,9,0.221,1,1,1,33,1,5,0.342,0,0,0,Do Not Contact,0,0,0.0,91.8,0,3,0,1,0.8311,1,133.6
C002589,25-34,Core,Omnichannel,Online Search,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A07,2,232,Core,Fashion,Accessories,None,0,Medium Strategic Value,199,0,0,0,0.0,0.0,0.0,68.25,5092.58,1,4,0,2.28,6,36,13,3,3,2,1,54.6,Beauty Replenishment,1,1,1,0,2,0.064,0,0,1,999,1,8,0.323,1,1,1,Email + SMS,0,1,1.0,73.9,0,1,1,0,0.2494,1,1270.08
C002590,45-54,New,Online,Event,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A14,4,114,Core,Watches & Fine Jewelry,Bridal / Occasion Jewelry,Fashion Styling,1,High Strategic Value,71,0,0,0,0.0,0.0,0.0,127.0,2256.83,1,0,0,2.2,12,24,4,6,7,2,1,3.8,WFJ Appointment Invite,1,0,0,0,11,0.207,0,0,0,999,0,0,0.217,1,0,1,Email,0,0,0.0,84.5,0,0,0,0,0.1666,1,376.06
C002591,55-64,New,Omnichannel,Boutique Walk-In,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A01,2,202,Core,Fragrance & Beauty,Beauty Services,Fine Jewelry Interest,1,Scale Opportunity,274,4,4,7,58.84,1.75,235.36,243.6,58.84,1,0,0,3.79,13,52,5,19,4,2,1,65.1,Welcome Journey,1,0,0,0,25,0.404,0,0,0,999,0,4,0.344,0,0,0,Do Not Contact,1,0,0.0,86.0,0,2,0,0,0.2547,0,3.75
C002592,55-64,High Potential,Online,Referral,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A02,5,174,High Performer,Watches & Fine Jewelry,Fine Jewelry,Fashion Styling,1,High Strategic Value,196,2,2,2,13155.04,1.0,26310.08,95082.19,13155.04,1,5,1,10.06,7,35,0,4,11,0,1,72.3,Fragrance Launch,1,1,0,0,1,0.12,1,1,0,52,1,0,0.242,1,0,1,Email,0,1,0.5,76.5,1,2,0,1,0.349,0,2984.43
C002593,35-44,High Potential,Boutique,Boutique Walk-In,B005,Chicago Boutique,Chicago,Midwest,Mixed Boutique,Tier 2,Developing,0,70,B005_A10,5,229,High Performer,Fragrance & Beauty,Fragrance,None,0,Scale Opportunity,34,2,2,4,226.97,2.0,453.94,1605.17,226.97,1,3,0,4.71,0,0,5,21,3,0,0,11.2,Fashion Preview,1,1,1,0,6,0.542,0,0,0,999,0,4,0.496,1,0,1,Email,0,0,0.0,67.9,1,1,1,0,0.5179,0,76.4
C002594,35-44,VIP,Online,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A12,3,176,Emerging,Fashion,Shoes,Fragrance Discovery,1,Medium Strategic Value,73,4,4,6,33943.21,1.5,135772.84,764908.76,33943.21,1,4,1,11.0,8,56,10,8,3,1,0,40.6,WFJ Appointment Invite,1,0,0,0,24,0.432,0,0,0,999,2,1,0.329,1,0,1,Email,3,1,0.25,86.6,1,5,1,1,0.8933,1,19708.94
C002595,25-34,New,Boutique,Referral,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A09,2,178,Emerging,Fragrance & Beauty,Makeup,Fashion Entry,1,Scale Opportunity,132,1,1,2,117.25,2.0,117.25,313.46,117.25,1,1,0,3.91,0,0,5,9,4,1,0,63.3,Fashion Preview,1,1,0,0,3,0.242,0,0,0,999,0,2,0.321,1,1,1,Email + SMS,0,0,0.0,92.1,0,1,0,0,0.2659,0,31.18
C002596,45-54,Top Client,Boutique,Event,B008,Boston Boutique,Boston,Northeast,Fragrance & Beauty Boutique,Tier 3,Emerging,0,68,B008_A12,1,191,Core,Fashion,Ready-to-Wear,None,0,Medium Strategic Value,28,6,6,9,17217.2,1.5,103303.2,847134.14,17217.2,4,11,1,11.86,3,15,10,4,5,1,0,40.3,Beauty Replenishment,1,0,0,0,6,0.277,1,1,1,118,7,12,0.476,1,0,1,Email,3,1,0.167,88.0,1,7,2,1,0.996,1,11146.94
C002597,25-34,New,Online,Boutique Walk-In,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A08,2,192,Core,Watches & Fine Jewelry,Fine Jewelry,None,0,High Strategic Value,85,3,3,3,6277.51,1.0,18832.53,19425.82,6277.51,1,0,0,5.92,14,70,3,6,7,1,1,45.6,Private Event,1,0,0,0,28,0.297,0,0,0,999,1,1,0.244,1,1,1,Email + SMS,0,0,0.0,88.6,0,1,0,0,0.6062,1,3805.19
C002598,35-44,New,Online,Boutique Walk-In,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A11,7,232,Core,Watches & Fine Jewelry,Bridal / Occasion Jewelry,Watches,1,High Strategic Value,199,2,2,2,4208.7,1.0,8417.4,11919.62,4208.7,3,0,0,6.04,14,42,1,3,8,2,1,39.8,Fragrance Launch,1,0,0,0,2,0.23,1,1,0,36,0,0,0.121,1,0,1,Email,0,0,0.0,100.0,0,0,0,0,0.2675,0,1125.77
C002599,25-34,Top Client,Online,Referral,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A05,6,104,Core,Fragrance & Beauty,Beauty Services,Fashion Entry,1,Scale Opportunity,122,8,8,21,593.09,2.62,4744.72,38193.06,593.09,6,4,1,9.11,13,26,7,9,2,0,0,60.1,Fashion Preview,1,0,0,0,5,0.324,0,0,0,999,1,5,0.358,1,1,1,Email + SMS,2,0,0.0,85.5,0,9,2,1,0.9855,1,584.51
C002600,25-34,Core,Online,Referral,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A14,4,186,Emerging,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,139,0,0,0,0.0,0.0,0.0,65.18,354.15,2,2,0,2.37,10,40,6,10,9,2,1,48.0,Fragrance Launch,1,1,1,1,26,0.16,0,0,0,999,0,0,0.208,0,1,1,SMS,0,1,1.0,64.3,1,1,1,0,0.1992,0,45.86
C002601,45-54,High Potential,Boutique,Online Search,B006,Dallas Boutique,Dallas,South,Mixed Boutique,Tier 2,Developing,1,72,B006_A14,5,237,Top Performer,Fragrance & Beauty,Fragrance,Skincare,1,Scale Opportunity,56,3,3,6,287.14,2.0,861.42,2974.3,287.14,3,5,0,5.99,5,15,1,17,1,0,0,29.2,Welcome Journey,1,0,0,0,8,0.317,0,0,0,999,1,4,0.314,1,1,1,Email + SMS,1,0,0.0,78.4,0,1,1,0,0.6918,1,198.65
C002602,18-24,New,Online,Event,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,2,122,Core,Watches & Fine Jewelry,Fine Jewelry,Fragrance Discovery,1,High Strategic Value,140,1,1,1,6158.39,1.0,6158.39,7682.43,6158.39,1,1,0,6.01,8,40,1,9,9,2,1,54.8,WFJ Appointment Invite,1,1,1,0,3,0.114,1,1,0,138,1,0,0.259,1,1,1,Email + SMS,1,0,0.0,99.1,0,4,0,0,0.5422,0,3339.3
C002603,45-54,Core,Online,Boutique Walk-In,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A03,5,203,High Performer,Fashion,Handbags,Fragrance Discovery,1,Medium Strategic Value,145,2,2,2,3975.04,1.0,7950.08,20509.58,3975.04,1,5,0,7.22,7,49,11,6,2,3,1,62.7,Welcome Journey,1,0,0,0,27,0.465,0,0,0,999,2,0,0.457,1,0,1,Email,1,0,0.0,86.0,0,3,0,0,0.5969,1,2372.55
C002604,25-34,VIP,Boutique,Social Media,B003,Beverly Hills Boutique,Los Angeles,West,Flagship,Tier 1,Advanced,1,86,B003_A03,4,89,Core,Watches & Fine Jewelry,Watches,Fashion Styling,1,High Strategic Value,43,4,4,5,33492.12,1.25,133968.48,767148.88,33492.12,4,5,1,11.19,3,21,1,6,12,0,1,25.2,WFJ Appointment Invite,1,1,0,0,9,0.189,1,1,0,170,5,10,0.214,1,1,1,Email + SMS,3,0,0.0,76.8,0,4,1,1,0.9751,1,32657.7
C002605,18-24,Core,Omnichannel,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A15,4,85,Core,Fragrance & Beauty,Makeup,None,0,Scale Opportunity,217,2,2,4,656.33,2.0,1312.66,3149.76,656.33,4,6,0,5.81,15,60,5,15,1,4,1,42.1,Welcome Journey,1,1,0,0,27,0.102,0,0,0,999,0,3,0.339,1,0,1,Email,1,0,0.0,74.3,0,2,0,0,0.4321,0,283.62
C002606,35-44,High Potential,Online,Online Search,B004,Miami Design District,Miami,Southeast,Mixed Boutique,Tier 1,Advanced,1,80,B004_A08,0,90,Core,Watches & Fine Jewelry,Fine Jewelry,Fragrance Discovery,1,High Strategic Value,76,1,1,1,12880.08,1.0,12880.08,47529.11,12880.08,1,1,0,6.84,15,30,0,7,9,1,1,59.5,No Recent Campaign,0,0,0,0,999,0.421,0,0,0,999,1,0,0.573,1,1,1,Email + SMS,0,0,0.0,77.9,0,2,0,1,0.7097,1,9141.02
C002607,18-24,New,Online,Boutique Walk-In,B001,NYC Flagship,New York,Northeast,Flagship,Tier 1,Advanced,1,88,B001_A08,4,151,Emerging,Watches & Fine Jewelry,Watches,Watches,1,High Strategic Value,175,8,8,14,4732.21,1.75,37857.68,37857.68,4732.21,1,1,0,7.02,12,84,3,1,4,3,1,52.4,WFJ Appointment Invite,1,0,0,0,19,0.134,0,0,0,999,0,1,0.092,1,1,1,Email + SMS,0,0,0.0,82.2,0,0,0,0,0.6545,1,3097.1
C002608,25-34,Core,Omnichannel,Online Search,B002,SoHo Boutique,New York,Northeast,Fashion Boutique,Tier 1,Advanced,0,82,B002_A14,0,141,Core,Watches & Fine Jewelry,Watches,Handbags,1,High Strategic Value,76,3,3,3,5020.86,1.0,15062.58,35800.96,5020.86,3,2,0,6.98,9,45,5,7,7,3,1,48.2,Fragrance Launch,1,0,0,0,10,0.129,1,1,0,148,0,6,0.332,0,1,1,SMS,1,0,0.0,81.7,0,2,0,0,0.818,1,4106.86
C002609,45-54,Core,Omnichannel,Online Search,B007,San Francisco Boutique,San Francisco,West,Fashion Boutique,Tier 2,Developing,0,78,B007_A05,4,165,Emerging,Fragrance & Beauty,Fragrance,Fine Jewelry Interest,1,Scale Opportunity,78,2,2,4,238.14,2.0,476.28,1056.17,238.14,3,2,0,4.88,12,48,1,14,9,3,1,69.5,Fragrance Launch,1,1,0,0,29,0.158,0,0,0,999,1,2,0.421,1,1,1,Email + SMS,0,0,0.0,66.2,1,1,1,0,0.6954,1,107.64
